Number-of-splits,Total-length,Segment-length,RMSE,Max-Point-Error,Model-type,Tile-ID,Lane-Group-ID,Lane-ID,Lane-Sub-Segment-ID
3.0,167.84761107655356,54.8268639474273,0.02326819283830694,0.054557014624846745,0.0,3.0913473E8,4.18199745E8,5.0,2.0
3.0,167.84761107655356,55.52453380682386,0.0245625687095362,0.07551951748439413,0.0,3.0913473E8,4.18199745E8,5.0,3.0
1.0,11.939165863444071,11.939165863444071,0.020908212660014035,0.05102432064229845,1.0,3.0913473E8,1.265740009E9,1.0,1.0
1.0,12.866381459275184,12.866381459275184,0.021750856307970818,0.04252315565017284,1.0,3.0913473E8,1.265740009E9,2.0,1.0
2.0,238.84495638594592,119.09471148957913,0.017061912813000905,0.04473027065569113,1.0,3.0913473E8,2.34581841E9,1.0,1.0
2.0,238.84495638594592,118.77305823501129,0.024011023922904367,0.0891220817438807,1.0,3.0913473E8,2.34581841E9,1.0,2.0
2.0,238.78819671533984,118.82415265689184,0.017823706157249302,0.045217645351840474,1.0,3.0913473E8,2.34581841E9,2.0,1.0
2.0,238.78819671533984,118.98679736325317,0.026118978587095294,0.09587175345745891,1.0,3.0913473E8,2.34581841E9,2.0,2.0
1.0,454.86898359766167,454.86898359766167,0.028092999449068852,0.09033764584455639,1.0,3.0913473E8,2.08415038E8,2.0,1.0
1.0,454.8449307686599,454.8449307686599,0.039107453832009725,0.08670860761776567,1.0,3.0913473E8,2.08415038E8,3.0,1.0
1.0,454.818894895969,454.818894895969,0.02779843770991287,0.07142997544724494,1.0,3.0913473E8,2.08415038E8,4.0,1.0
1.0,454.79691033130337,454.79691033130337,0.028196366171841895,0.08766885148361325,1.0,3.0913473E8,2.08415038E8,5.0,1.0
2.0,24.155139264326614,11.710787915349488,0.02335150244781786,0.05848736908672111,2.0,3.0913473E8,2.0067506524E10,1.0,1.0
2.0,24.155139264326614,11.813521456495064,0.028242608392299823,0.05166125334976652,2.0,3.0913473E8,2.0067506524E10,1.0,2.0
2.0,17.53734221167723,8.427339153869328,0.03438510135952195,0.0686800276502666,1.0,3.0913473E8,2.0067506524E10,2.0,1.0
2.0,17.53734221167723,8.49241376117137,0.022726985053463766,0.038526002080265936,2.0,3.0913473E8,2.0067506524E10,2.0,2.0
3.0,153.42641369628979,50.144834580886595,0.009605695565090644,0.03761700090268172,0.0,3.0913473E8,3.7457539438E10,2.0,1.0
3.0,153.42641369628979,51.33126396954068,6.146916057117042E-15,1.661981609799868E-14,0.0,3.0913473E8,3.7457539438E10,2.0,2.0
3.0,153.42641369628979,49.97603576241864,0.019849671365985002,0.05683396274957886,1.0,3.0913473E8,3.7457539438E10,2.0,3.0
2.0,153.65632262473784,77.9365861833719,4.169299664344893E-15,6.473387694176462E-15,0.0,3.0913473E8,3.7457539438E10,3.0,1.0
2.0,153.65632262473784,74.73319737575359,0.0357352963144035,0.08109901065199665,1.0,3.0913473E8,3.7457539438E10,3.0,2.0
2.0,153.8614115672802,77.13194153896815,2.5975765763947157E-15,6.4714929012648454E-15,0.0,3.0913473E8,3.7457539438E10,4.0,1.0
2.0,153.8614115672802,75.74059898294058,0.028507648096866327,0.08532400542594587,1.0,3.0913473E8,3.7457539438E10,4.0,2.0
2.0,154.065753157279,77.95657031599487,0.02087105103410534,0.06763331308625165,0.0,3.0913473E8,3.7457539438E10,5.0,1.0
2.0,154.065753157279,75.1234910944303,0.022945173772469185,0.07301099556116242,1.0,3.0913473E8,3.7457539438E10,5.0,2.0
1.0,154.1328807442132,154.1328807442132,0.033194276816620044,0.08434244943282465,1.0,3.0913473E8,3.7457539438E10,6.0,1.0
2.0,5.285556124811302,2.7533357182329623,0.025447521422408498,0.053040582642167176,0.0,3.0913473E8,1.210739082E9,1.0,1.0
2.0,5.285556124811302,2.2061588886428716,0.03787679417294748,0.06730844426760774,1.0,3.0913473E8,1.210739082E9,1.0,2.0
2.0,10.904388066210243,5.353902664960556,0.045333520876027864,0.06196640041317636,1.0,3.0913473E8,1.210739082E9,2.0,1.0
2.0,10.904388066210243,4.96609569056322,0.029361087822670853,0.04413149326748034,1.0,3.0913473E8,1.210739082E9,2.0,2.0
4.0,188.9828790236707,45.022020200760934,0.0468962727059274,0.09553917428627301,1.0,3.0913473E8,2.4652613915E10,2.0,1.0
4.0,188.9828790236707,47.554880599520914,0.02546735344655341,0.08035902509059982,0.0,3.0913473E8,2.4652613915E10,2.0,2.0
4.0,188.9828790236707,46.402103550382776,9.507673810763959E-15,1.789106656784905E-14,0.0,3.0913473E8,2.4652613915E10,2.0,3.0
4.0,188.9828790236707,47.0375653504922,0.016709363751188533,0.03871157346520704,1.0,3.0913473E8,2.4652613915E10,2.0,4.0
3.0,189.35063451341694,61.19753569744535,0.02617307917692855,0.08854558295956849,1.0,3.0913473E8,2.4652613915E10,3.0,1.0
3.0,189.35063451341694,63.20477997595924,0.017174071355006638,0.03330211592267832,0.0,3.0913473E8,2.4652613915E10,3.0,2.0
3.0,189.35063451341694,63.01613139385005,0.020781830880910426,0.05256098421637034,1.0,3.0913473E8,2.4652613915E10,3.0,3.0
2.0,16.15238885894716,8.144635022701038,0.03356712436349771,0.05470706632919331,1.0,3.0913473E8,1.493301675E9,1.0,1.0
2.0,16.15238885894716,7.414953508956732,0.030583065025623118,0.054878810616319385,1.0,3.0913473E8,1.493301675E9,1.0,2.0
2.0,10.714576463385288,5.419488700168743,0.038732600042664246,0.05194220135761363,1.0,3.0913473E8,1.493301675E9,2.0,1.0
2.0,10.714576463385288,4.696624962978005,0.021709888822708443,0.032744351853873255,1.0,3.0913473E8,1.493301675E9,2.0,2.0
3.0,488.8057228523119,161.4791502407443,0.05083578083186953,0.09208893015150037,0.0,3.0913473E8,1.378317386E9,2.0,1.0
3.0,488.8057228523119,160.932162714419,0.047194336704260896,0.0964942898863228,1.0,3.0913473E8,1.378317386E9,2.0,2.0
3.0,488.8057228523119,164.4722963622811,0.03767833612283621,0.09737648015925515,1.0,3.0913473E8,1.378317386E9,2.0,3.0
4.0,488.80579282188035,123.17157246981637,0.014133562609268022,0.0361846434043144,0.0,3.0913473E8,1.378317386E9,3.0,1.0
4.0,488.80579282188035,121.6716993116555,0.013183062964190773,0.03376977272273507,1.0,3.0913473E8,1.378317386E9,3.0,2.0
4.0,488.80579282188035,120.93123821567325,0.008101679811934869,0.02204995476949989,1.0,3.0913473E8,1.378317386E9,3.0,3.0
4.0,488.80579282188035,120.10944242705676,0.03184064065293481,0.08758308966662298,1.0,3.0913473E8,1.378317386E9,3.0,4.0
7.0,488.7994694358316,68.04230527860862,0.0278362168390482,0.07619065232930022,0.0,3.0913473E8,1.378317386E9,4.0,1.0
7.0,488.7994694358316,68.8741861440439,7.701946969899222E-15,1.639613165202862E-14,0.0,3.0913473E8,1.378317386E9,4.0,2.0
7.0,488.7994694358316,69.05493283621749,8.447204546596813E-4,0.002796570235385774,0.0,3.0913473E8,1.378317386E9,4.0,3.0
7.0,488.7994694358316,69.48627277239682,0.021496799962772126,0.07828511543903005,1.0,3.0913473E8,1.378317386E9,4.0,4.0
7.0,488.7994694358316,68.18524183154258,0.018487150618950697,0.06257335028181023,0.0,3.0913473E8,1.378317386E9,4.0,5.0
7.0,488.7994694358316,69.13240476361935,0.026191226990832893,0.06317680359597944,1.0,3.0913473E8,1.378317386E9,4.0,6.0
7.0,488.7994694358316,70.12537792085894,1.5763171227197316E-13,2.0904314092499295E-13,0.0,3.0913473E8,1.378317386E9,4.0,7.0
4.0,488.7725019236767,121.17359478440358,0.013962801627612311,0.03571619041940721,1.0,3.0913473E8,1.378317386E9,5.0,1.0
4.0,488.7725019236767,122.07774026915634,0.01648495287564789,0.05480212336175943,0.0,3.0913473E8,1.378317386E9,5.0,2.0
4.0,488.7725019236767,120.6843301436715,0.03216133731321607,0.08211008986063462,1.0,3.0913473E8,1.378317386E9,5.0,3.0
4.0,488.7725019236767,121.90691374009405,0.025107681188501083,0.07684342840758533,2.0,3.0913473E8,1.378317386E9,5.0,4.0
2.0,14.654509369014683,6.938510197473111,0.05674953074986198,0.09341717070671418,1.0,3.0913473E8,1.298240061E9,1.0,1.0
2.0,14.654509369014683,7.204119207312575,0.03161250411417925,0.0609045270264339,1.0,3.0913473E8,1.298240061E9,1.0,2.0
2.0,7.797669846477819,2.7835212621264573,0.05339133245872134,0.066325126112039,1.0,3.0913473E8,1.298240061E9,2.0,1.0
2.0,7.797669846477819,4.671066604108868,0.023691213370244678,0.04797972211277113,1.0,3.0913473E8,1.298240061E9,2.0,2.0
1.0,54.92337888515491,54.92337888515491,0.028204362597570587,0.06761839293585581,1.0,3.0913473E8,3.7402540633E10,2.0,1.0
1.0,54.919140601680255,54.919140601680255,2.4726354093008483E-15,6.474000034913431E-15,0.0,3.0913473E8,3.7402540633E10,3.0,1.0
1.0,54.9190418892192,54.9190418892192,1.6018429430176232E-15,3.2388069035166382E-15,0.0,3.0913473E8,3.7402540633E10,4.0,1.0
1.0,54.921087535685466,54.921087535685466,0.02402021070804247,0.05216721353238035,0.0,3.0913473E8,3.7402540633E10,5.0,1.0
1.0,54.92367506081344,54.92367506081344,0.003058086871059794,0.011287038196690587,0.0,3.0913473E8,3.7402540633E10,6.0,1.0
2.0,10.688789688627288,5.5441445447696385,0.05642059297570201,0.08174422878999543,1.0,3.0913473E8,1.263243941E9,1.0,1.0
2.0,10.688789688627288,4.613804151044718,0.03147277838369972,0.047248413593393046,1.0,3.0913473E8,1.263243941E9,1.0,2.0
2.0,4.338990933873121,1.9008267834907278,0.0350781662221876,0.06338226096028339,0.0,3.0913473E8,1.263243941E9,2.0,1.0
3.0,505.34907013638815,169.8090375742354,4.347990942884187E-4,0.004084344282655338,0.0,3.08800216E8,3.7195037112E10,4.0,3.0
2.0,568.6059864670813,283.30803570708235,0.0314456844156095,0.07438102719606832,1.0,3.08800216E8,3.7512539934E10,2.0,1.0
2.0,568.6059864670813,284.3035206677513,0.028914207013950307,0.07867238934797367,2.0,3.08800216E8,3.7512539934E10,2.0,2.0
4.0,568.5173632715937,141.13626164328016,2.652071144890015E-15,6.695091322719749E-15,0.0,3.08800216E8,3.7512539934E10,3.0,1.0
4.0,568.5173632715937,141.3349038474475,0.01740218678959896,0.036919503028264224,0.0,3.08800216E8,3.7512539934E10,3.0,2.0
4.0,568.5173632715937,141.94676473775075,0.020417175120653483,0.08281863761937501,0.0,3.08800216E8,3.7512539934E10,3.0,3.0
4.0,568.5173632715937,141.12035352295925,0.03512556024470965,0.09507145242785366,2.0,3.08800216E8,3.7512539934E10,3.0,4.0
3.0,568.4238671775375,188.3325245074401,0.016410933968515968,0.04380536949611269,1.0,3.08800216E8,3.7512539934E10,4.0,1.0
3.0,568.4238671775375,188.5654226109329,0.036164570501564366,0.080485608194993,0.0,3.08800216E8,3.7512539934E10,4.0,2.0
3.0,568.4238671775375,189.54711376421372,0.03526338120602736,0.0970322772669583,2.0,3.08800216E8,3.7512539934E10,4.0,3.0
1.0,508.93634082904407,508.93634082904407,0.02049054479485495,0.05448796170045311,0.0,3.08801498E8,6.0990188715E10,2.0,1.0
1.0,508.93147964775375,508.93147964775375,0.0330496987345546,0.09591606013879535,0.0,3.08801498E8,6.0990188715E10,3.0,1.0
1.0,508.9214032174874,508.9214032174874,0.03362944274027906,0.09759860143155116,0.0,3.08801498E8,6.0990188715E10,4.0,1.0
2.0,1755.2974590179983,876.7553441580797,0.037863678786082315,0.09837056888500229,1.0,3.08801498E8,6.0845129193E10,1.0,1.0
2.0,1755.2974590179983,877.5445283698198,6.110376605884196E-14,1.171192341750053E-13,0.0,3.08801498E8,6.0845129193E10,1.0,2.0
2.0,1755.2332538055123,876.0358739791012,0.02844247240724362,0.07506874205214799,0.0,3.08801498E8,6.0845129193E10,2.0,1.0
2.0,1755.2332538055123,878.2006928509172,5.9155574803911085E-5,0.001750876488394705,0.0,3.08801498E8,6.0845129193E10,2.0,2.0
2.0,1755.1948556468337,875.915818047134,0.015151612655597682,0.03936332033481449,1.0,3.08801498E8,6.0845129193E10,3.0,1.0
2.0,1755.1948556468337,878.2820101455266,6.078086830148678E-5,0.00179898784114985,0.0,3.08801498E8,6.0845129193E10,3.0,2.0
1.0,509.11709749751606,509.11709749751606,0.01150696843459274,0.056341640474180624,0.0,3.08801498E8,6.0982688487E10,2.0,1.0
1.0,509.1186164077136,509.1186164077136,0.017998404335075144,0.07628438313382534,0.0,3.08801498E8,6.0982688487E10,3.0,1.0
1.0,509.1203854994868,509.1203854994868,0.016454774237919776,0.03725817572558299,1.0,3.08801498E8,6.0982688487E10,4.0,1.0
1.0,502.1253806581529,502.1253806581529,0.016673740365986026,0.0599745224078912,0.0,3.08801498E8,6.0942690636E10,2.0,1.0
1.0,502.1241661874392,502.1241661874392,0.01792311111093327,0.07246656123800117,0.0,3.08801498E8,6.0942690636E10,3.0,1.0
1.0,502.1230153815501,502.1230153815501,0.016113708515202083,0.05141435223748142,0.0,3.08801498E8,6.0942690636E10,4.0,1.0
1.0,419.99028547950036,419.99028547950036,3.1093876351935197E-15,7.0337620540830476E-15,0.0,3.08801498E8,6.0840191805E10,2.0,1.0
1.0,420.01956977365415,420.01956977365415,1.2030826512430778E-14,2.8135178588078217E-14,0.0,3.08801498E8,6.0840191805E10,3.0,1.0
1.0,420.06071656682747,420.06071656682747,3.024948202589251E-15,7.033628524976463E-15,0.0,3.08801498E8,6.0840191805E10,4.0,1.0
1.0,508.6014941937931,508.6014941937931,0.010954527974330797,0.03620314125431585,0.0,3.08801498E8,6.0925189203E10,2.0,1.0
1.0,508.6068341304497,508.6068341304497,1.398760868704136E-14,2.8133180767112096E-14,0.0,3.08801498E8,6.0925189203E10,3.0,1.0
1.0,508.61464437316226,508.61464437316226,5.153027996999917E-15,1.4066594836820923E-14,0.0,3.08801498E8,6.0925189203E10,4.0,1.0
1.0,15.998051932806243,15.998051932806243,1.5173635062562413E-16,4.3960203858112175E-16,0.0,3.08801498E8,3.83078647E8,2.0,1.0
1.0,15.999381633416867,15.999381633416867,1.2217786457384377E-16,2.1978283486065776E-16,0.0,3.08801498E8,3.83078647E8,3.0,1.0
1.0,15.999387529400185,15.999387529400185,1.9480128807824096E-16,4.3956567311095783E-16,0.0,3.08801498E8,3.83078647E8,4.0,1.0
5.0,2037.9274793472387,410.8946808560375,0.01316140205657968,0.041134904882543614,0.0,3.08801498E8,1.370913158E9,1.0,1.0
5.0,2037.9274793472387,407.3752444438668,0.014420630173367567,0.06394296614723768,0.0,3.08801498E8,1.370913158E9,1.0,2.0
5.0,2037.9274793472387,399.2095109285051,0.010835773316350564,0.024088170885857865,0.0,3.08801498E8,1.370913158E9,1.0,3.0
5.0,2037.9274793472387,409.5897101333719,0.01862541683714975,0.08594510853847212,0.0,3.08801498E8,1.370913158E9,1.0,4.0
5.0,2037.9274793472387,406.9056083282288,0.010911980367881307,0.025070718770164733,2.0,3.08801498E8,1.370913158E9,1.0,5.0
5.0,2037.958981009896,410.894813350551,0.01304713949229788,0.042691229093731575,0.0,3.08801498E8,1.370913158E9,2.0,1.0
5.0,2037.958981009896,407.38225867313383,0.014168538470343274,0.06453183647352573,0.0,3.08801498E8,1.370913158E9,2.0,2.0
5.0,2037.958981009896,399.21203381907253,0.010452394107074834,0.02448450481722372,0.0,3.08801498E8,1.370913158E9,2.0,3.0
2.0,573.1498338948188,287.031008765503,0.016134058071390872,0.03442748565475594,0.0,3.08800159E8,3.7105038983E10,2.0,2.0
1.0,573.1569609626065,573.1569609626065,0.029782924418758773,0.09399331454187632,1.0,3.08800159E8,3.7105038983E10,3.0,1.0
2.0,573.163636412876,285.3279688315878,0.041100824209146035,0.08566590461123269,1.0,3.08800159E8,3.7105038983E10,4.0,1.0
2.0,573.163636412876,286.8403400159864,0.02556330369105586,0.07917335748101724,0.0,3.08800159E8,3.7105038983E10,4.0,2.0
2.0,585.1009078555661,291.2236051064721,0.042269116435432026,0.08875425299629569,1.0,3.08800159E8,3.8242540684E10,2.0,1.0
2.0,585.1009078555661,292.8828180016001,0.020786305782099147,0.0482771606039023,1.0,3.08800159E8,3.8242540684E10,2.0,2.0
1.0,585.1064905316655,585.1064905316655,0.04603587984873315,0.09691087598912418,1.0,3.08800159E8,3.8242540684E10,3.0,1.0
1.0,585.1093436857379,585.1093436857379,0.03951705271068322,0.07721347222104669,1.0,3.08800159E8,3.8242540684E10,4.0,1.0
1.0,572.1786454432512,572.1786454432512,0.036436810417695656,0.07697464502416551,1.0,3.08800159E8,3.7167538068E10,2.0,1.0
2.0,572.1590552091271,285.62173593730824,0.01335202237975694,0.0341163116536336,1.0,3.08800159E8,3.7167538068E10,3.0,1.0
2.0,572.1590552091271,285.54305371850626,0.017027079733508196,0.048227231571218,1.0,3.08800159E8,3.7167538068E10,3.0,2.0
2.0,572.1491999553206,286.0014553570293,0.02015270554417621,0.04956489233154571,1.0,3.08800159E8,3.7167538068E10,4.0,1.0
2.0,572.1491999553206,285.1657247384569,0.013754953797847866,0.03041161733769868,0.0,3.08800159E8,3.7167538068E10,4.0,2.0
1.0,586.0765394334596,586.0765394334596,8.820816394205056E-15,2.6794594076746525E-14,0.0,3.08800159E8,3.8260042302E10,2.0,1.0
1.0,586.0704694021199,586.0704694021199,1.7068569775675053E-14,2.6795995585395047E-14,0.0,3.08800159E8,3.8260042302E10,3.0,1.0
1.0,586.063320389152,586.063320389152,0.02536573015620654,0.08166263718158007,1.0,3.08800159E8,3.8260042302E10,4.0,1.0
2.0,583.3177332357537,290.7734812147081,0.041119662289017436,0.08739123534178361,1.0,3.08800159E8,3.7152539135E10,2.0,1.0
2.0,583.3177332357537,291.5507410704895,0.03366075803154722,0.07599092728924006,1.0,3.08800159E8,3.7152539135E10,2.0,2.0
1.0,583.3500495545834,583.3500495545834,0.021608941690343962,0.05840464774519205,1.0,3.08800159E8,3.7152539135E10,3.0,1.0
2.0,583.3760311061757,290.9391787021687,0.03380042606692763,0.07994569784167158,0.0,3.08800159E8,3.7152539135E10,4.0,1.0
2.0,583.3760311061757,291.44156281764776,0.02982696186248369,0.0688948836329313,0.0,3.08800159E8,3.7152539135E10,4.0,2.0
2.0,10.899665306930848,5.672565957101602,0.06153176169728945,0.08742996482751231,1.0,3.09134576E8,1.44307831E9,1.0,1.0
2.0,10.899665306930848,4.694039933810842,0.034313441488054375,0.051348109580682255,1.0,3.09134576E8,1.44307831E9,1.0,2.0
2.0,4.1994041882812905,1.8460265327719338,0.03542176326985202,0.06520961052802642,0.0,3.09134576E8,1.44307831E9,2.0,1.0
2.0,4.1994041882812905,1.9020719917003723,0.031011724635164228,0.047010705411262954,1.0,3.09134576E8,1.44307831E9,2.0,2.0
3.0,201.10084764667192,65.59897930881917,0.03021985910758908,0.09274276254011478,2.0,3.09134576E8,9.035008195E9,2.0,1.0
3.0,201.10084764667192,66.59561975046502,0.015359630475767824,0.03960928686501575,1.0,3.09134576E8,9.035008195E9,2.0,2.0
3.0,201.10084764667192,66.94810843386944,0.016339747569906263,0.06505423268813768,0.0,3.09134576E8,9.035008195E9,2.0,3.0
3.0,201.48626795266438,65.87403579217343,0.029862759918719197,0.08014177536908687,2.0,3.09134576E8,9.035008195E9,3.0,1.0
3.0,201.48626795266438,66.3095958199066,0.05091594660416462,0.09116994487691464,0.0,3.09134576E8,9.035008195E9,3.0,2.0
3.0,201.48626795266438,67.34433636387548,0.0020534936443208124,0.014703032100782566,0.0,3.09134576E8,9.035008195E9,3.0,3.0
4.0,498.80646247863694,121.5543898723093,0.013971448244531797,0.043059207127953414,1.0,3.09134576E8,3.7465039229E10,2.0,1.0
4.0,498.80646247863694,124.32716618532957,0.028102953054357897,0.06452666304721788,1.0,3.09134576E8,3.7465039229E10,2.0,2.0
4.0,498.80646247863694,125.18279484287415,0.009887194515606578,0.0428318570688893,0.0,3.09134576E8,3.7465039229E10,2.0,3.0
4.0,498.80646247863694,124.79583825783959,0.03862011520298438,0.08081805754328795,0.0,3.09134576E8,3.7465039229E10,2.0,4.0
4.0,499.10588309173886,122.4776449365907,0.019890081701742487,0.06659331614628172,1.0,3.09134576E8,3.7465039229E10,3.0,1.0
4.0,499.10588309173886,124.17400079005033,0.024560900991193606,0.07922757581047811,2.0,3.09134576E8,3.7465039229E10,3.0,2.0
4.0,499.10588309173886,124.6980588200786,0.007248207138175806,0.03116162619368336,0.0,3.09134576E8,3.7465039229E10,3.0,3.0
4.0,499.10588309173886,124.79316654817812,0.022721246484989552,0.09161133924499154,1.0,3.09134576E8,3.7465039229E10,3.0,4.0
8.0,499.39061923431717,60.643363513048676,0.04169496760954289,0.09972703864855248,1.0,3.09134576E8,3.7465039229E10,4.0,1.0
8.0,499.39061923431717,61.31872611431577,0.013502622224608758,0.03874739185175713,1.0,3.09134576E8,3.7465039229E10,4.0,2.0
8.0,499.39061923431717,60.3133917439917,0.03119885849711331,0.09492612111765907,0.0,3.09134576E8,3.7465039229E10,4.0,3.0
4.0,491.77152466772986,122.7216666720115,4.694091858847484E-14,8.450025529959444E-14,0.0,3.08800202E8,3.7102537379E10,2.0,3.0
4.0,491.77152466772986,123.71940379942625,3.5900179843716705E-14,6.337519147501448E-14,0.0,3.08800202E8,3.7102537379E10,2.0,4.0
4.0,491.68837465478055,120.20936258864889,0.0379170902274508,0.08913619736571148,2.0,3.08800202E8,3.7102537379E10,3.0,1.0
4.0,491.68837465478055,122.9272837274334,0.03156869753651567,0.09118753813574806,0.0,3.08800202E8,3.7102537379E10,3.0,2.0
4.0,491.68837465478055,122.72641768546134,0.00854428409546861,0.021889714884309797,1.0,3.08800202E8,3.7102537379E10,3.0,3.0
4.0,491.68837465478055,122.8615621540087,7.676456194261453E-14,1.2262725221687962E-13,0.0,3.08800202E8,3.7102537379E10,3.0,4.0
7.0,491.62003737443797,68.97100216225884,0.026871407847093142,0.06737421335992622,1.0,3.08800202E8,3.7102537379E10,4.0,1.0
7.0,491.62003737443797,67.4661183622814,0.02772343987670787,0.06555254239447095,1.0,3.08800202E8,3.7102537379E10,4.0,2.0
7.0,491.62003737443797,69.68251292674603,1.2720765871040127E-14,2.5901632886613265E-14,0.0,3.08800202E8,3.7102537379E10,4.0,3.0
7.0,491.62003737443797,70.67797739712813,5.584974419621025E-14,7.770489865988203E-14,0.0,3.08800202E8,3.7102537379E10,4.0,4.0
7.0,491.62003737443797,69.58505331717542,0.014137416117507991,0.03403373219753821,0.0,3.08800202E8,3.7102537379E10,4.0,5.0
7.0,491.62003737443797,69.28461679437198,0.026223705507727627,0.05918682938179685,0.0,3.08800202E8,3.7102537379E10,4.0,6.0
7.0,491.62003737443797,70.0005719367212,5.528879561150503E-14,9.176135467376772E-14,0.0,3.08800202E8,3.7102537379E10,4.0,7.0
2.0,675.6674273090061,336.37591749971614,0.03513893535074206,0.07701271746191196,1.0,3.08800202E8,3.8282540974E10,2.0,1.0
2.0,675.6674273090061,338.3062295199476,0.01004612067523933,0.01829394053510905,0.0,3.08800202E8,3.8282540974E10,2.0,2.0
2.0,675.7049491913812,337.4261627054386,0.04000294329519646,0.08439657394774258,1.0,3.08800202E8,3.8282540974E10,3.0,1.0
2.0,675.7049491913812,337.2945154290197,0.03645357210576458,0.09230973993544467,1.0,3.08800202E8,3.8282540974E10,3.0,2.0
3.0,675.7328941113417,224.82422404574078,0.032177913450504955,0.07842094492662,1.0,3.08800202E8,3.8282540974E10,4.0,1.0
3.0,675.7328941113417,223.0220727718375,0.032321388836736895,0.06567616049889628,0.0,3.08800202E8,3.8282540974E10,4.0,2.0
3.0,675.7328941113417,225.91034268223746,0.009199033017489672,0.04054463085827642,0.0,3.08800202E8,3.8282540974E10,4.0,3.0
1.0,580.4593264102264,580.4593264102264,0.04064669788367175,0.08720695867668837,1.0,3.08800202E8,3.7195037041E10,2.0,1.0
1.0,580.512166538848,580.512166538848,0.0047729059400156626,0.017388928586258134,0.0,3.08800202E8,3.7195037041E10,3.0,1.0
1.0,580.5488606406502,580.5488606406502,0.03878154491691026,0.09043088788166642,1.0,3.08800202E8,3.7195037041E10,4.0,1.0
1.0,599.4503975718568,599.4503975718568,0.042830583970896195,0.09490207117050886,1.0,3.08800202E8,3.7142537624E10,2.0,1.0
2.0,599.4312250251825,299.4586235589456,0.00500969291731315,0.032032647240509846,0.0,3.08800202E8,3.7142537624E10,3.0,1.0
2.0,599.4312250251825,298.9789220182172,0.045414090870702604,0.09263541506295012,0.0,3.08800202E8,3.7142537624E10,3.0,2.0
1.0,599.4183749981578,599.4183749981578,4.1462023412954014E-14,8.037260327248389E-14,0.0,3.08800202E8,3.7142537624E10,4.0,1.0
1.0,599.4520328009163,599.4520328009163,0.047246522791835194,0.08659288845956326,1.0,3.08800202E8,3.7180038393E10,2.0,1.0
1.0,599.4668518019745,599.4668518019745,0.029777456181510037,0.09015120984986424,1.0,3.08800202E8,3.7180038393E10,3.0,1.0
1.0,599.464429811253,599.464429811253,0.043331611875748945,0.09988228976726532,1.0,3.08800202E8,3.7180038393E10,4.0,1.0
2.0,573.4363773381885,286.6830561623579,0.030331534219642024,0.0847696388510881,0.0,3.08800202E8,3.7130040158E10,2.0,1.0
2.0,573.4363773381885,285.7733166585152,0.047016081128959275,0.09353404233115725,1.0,3.08800202E8,3.7130040158E10,2.0,2.0
1.0,573.4389087967782,573.4389087967782,0.03614157019437384,0.08914934960193932,1.0,3.08800202E8,3.7130040158E10,3.0,1.0
3.0,573.4238246577512,191.25412631001106,0.011868712480924132,0.027561346811125986,1.0,3.08800202E8,3.7130040158E10,4.0,1.0
3.0,573.4238246577512,190.35721481446993,0.025676888887125736,0.06686960851068692,0.0,3.08800202E8,3.7130040158E10,4.0,2.0
3.0,573.4238246577512,189.82527981454695,0.03180426811013135,0.08417765097692609,1.0,3.08800202E8,3.7130040158E10,4.0,3.0
2.0,599.450434463274,297.70091387149716,0.015109741037524072,0.03782624931773171,1.0,3.08800202E8,3.7157537791E10,2.0,1.0
2.0,599.450434463274,300.7544131774828,0.022380429185043973,0.07556097758835681,0.0,3.08800202E8,3.7157537791E10,2.0,2.0
1.0,599.440141964033,599.440141964033,0.030168852900949783,0.08257426111958921,1.0,3.08800202E8,3.7157537791E10,3.0,1.0
2.0,599.4452766055304,298.98797815986336,0.01614052334243796,0.04224638230516575,1.0,3.08800202E8,3.7157537791E10,4.0,1.0
2.0,599.4452766055304,299.46565339799224,0.040478553250100385,0.09091434007859789,1.0,3.08800202E8,3.7157537791E10,4.0,2.0
3.0,580.839719601899,191.4778730204297,0.026220568407018804,0.059025690796608965,0.0,3.08800203E8,3.7135037448E10,2.0,1.0
2.0,21.333676716190947,10.721839915286274,0.02639343114566841,0.04786040450728276,2.0,3.09134572E8,8.25767614E8,2.0,2.0
3.0,176.81076134682013,58.05926986050318,0.014927304731992202,0.034574487340250926,1.0,3.09134572E8,8.697506969E9,1.0,1.0
3.0,176.81076134682013,58.85579379521142,0.023520386400194142,0.08911938314491095,0.0,3.09134572E8,8.697506969E9,1.0,2.0
3.0,176.81076134682013,57.969547384873415,0.022131785159430716,0.05298668498926418,1.0,3.09134572E8,8.697506969E9,1.0,3.0
1.0,176.76586836248373,176.76586836248373,0.03909820528533567,0.09762288644501516,0.0,3.09134572E8,8.697506969E9,2.0,1.0
1.0,176.72570999301576,176.72570999301576,0.014782949299357313,0.06872137747966288,0.0,3.09134572E8,8.697506969E9,3.0,1.0
1.0,176.68668550545542,176.68668550545542,0.006734687119686206,0.01994792548272439,0.0,3.09134572E8,8.697506969E9,4.0,1.0
1.0,176.65304524548316,176.65304524548316,0.02616708075989635,0.06758023603354456,0.0,3.09134572E8,8.697506969E9,5.0,1.0
5.0,614.8550479913996,120.94411523654972,0.0287903976281716,0.06496537158045612,1.0,3.09134572E8,3.7510040786E10,2.0,1.0
